2000,0,0
2001,0,2
2002,2,1
2003,1,0
2004,3,2
2005,3,1
2006,5,1
2007,5,3
2008,2,1
2009,3,1
2010,3,7
2011,7,9
2012,6,5
2013,9,11
2014,14,8
2015,4,9
