2000,18,12
2001,24,23
2002,0,0
2003,15,15
2004,0,0
2005,21,0
2006,8,7
2007,0,0
2008,18,13
2009,86,72
2010,4,4
2011,1,3
2012,20,19
2013,32,32
2014,18,12
2015,0,2
