2000,1,1
2001,1,1
2002,0,0
2003,1,1
2004,0,0
2005,1,0
2006,1,1
2007,1,0
2008,2,1
2009,2,1
2010,1,1
2011,1,1
2012,2,2
2013,3,3
2014,6,3
2015,1,2
