2000,3,1
2001,6,3
2002,4,3
2003,2,1
2004,9,5
2005,16,2
2006,17,6
2007,26,9
2008,25,17
2009,16,10
2010,25,23
2011,22,22
2012,22,38
2013,46,49
2014,57,41
2015,27,52
